surface,molecule,functional,mode,E_ads,E_ads_ML,delta,provenance,complex_directory
Pt100,propanol,beef_vdw,relaxed,—,-0.81,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propanol,beef_vdw,SPE,+0.029,-0.81,-0.834,Previously published single-point result,
Pt100,propene,pbe,relaxed,-2.03,-1.82,+0.21,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propene,pbe,SPE,-0.882,-1.82,-0.939,Previously published single-point result,
Pt100,propene,pbe_d3,relaxed,-2.73,-1.82,+0.91,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propene,pbe_d3,SPE,-1.389,-1.82,-0.432,Previously published single-point result,
Pt100,propene,r2scan,relaxed,-2.81,-1.82,+0.99,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propene,r2scan,SPE,-1.162,-1.82,-0.659,Previously published single-point result,
Pt100,propene,beef_vdw,relaxed,—,-1.82,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt100,propene,beef_vdw,SPE,-1.082,-1.82,-0.739,Previously published single-point result,
Pt110,CH3,pbe,relaxed,-2.597,-2.86,-0.263,Screened Perlmutter result: CH3_Pt110,
Pt110,CH3,pbe,SPE,-2.547,-2.86,-0.313,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt110/singlepoint/PBE
Pt110,CH3,pbe_d3,relaxed,-2.944,-2.86,+0.085,Screened Perlmutter result: CH3_Pt110,
Pt110,CH3,pbe_d3,SPE,-2.846,-2.86,-0.014,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt110/singlepoint/PBE_D3
Pt110,CH3,r2scan,relaxed,-2.732,-2.86,-0.127,Screened Perlmutter result: CH3_Pt110,
Pt110,CH3,r2scan,SPE,-2.548,-2.86,-0.312,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt110/singlepoint/r2scan
Pt110,CH3,beef_vdw,relaxed,—,-2.86,—,No previously published energy; current audit: Not converged. CH3_Pt110: complex: ZBRENT: fatal error in bracketing; complex: unfinished; slab: converged; molecule: converged,
Pt110,CH3,beef_vdw,SPE,-24.894,-2.86,+22.034,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt110/singlepoint/beef_vdw
Pt110,CO,pbe,relaxed,-2.594,-2.63,-0.035,Screened Perlmutter result: CO_Pt110,
Pt110,CO,pbe,SPE,queued,-2.63,—,,
Pt110,CO,pbe_d3,relaxed,-2.907,-2.63,+0.278,Screened Perlmutter result: CO_Pt110,
Pt110,CO,pbe_d3,SPE,queued,-2.63,—,,
Pt110,CO,r2scan,relaxed,—,-2.63,—,No previously published energy; current audit: Not converged. CO_Pt110: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Pt110,CO,r2scan,SPE,queued,-2.63,—,,
Pt110,CO,beef_vdw,relaxed,-24.764,-2.63,+22.135,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CO_Pt110,
Pt110,CO,beef_vdw,SPE,queued,-2.63,—,,
Pt110,CO2,pbe,relaxed,-0.324,-0.51,-0.189,Screened Perlmutter result: CO2_Pt110,
Pt110,CO2,pbe,SPE,-0.014,-0.51,-0.484,Previously published single-point result,
Pt110,CO2,pbe_d3,relaxed,—,-0.51,—,No previously published energy; current audit: Not converged. CO2_Pt110: See component convergence statuses; complex: converged; slab: converged; molecule: electronic_unconverged,
Pt110,CO2,pbe_d3,SPE,queued,-0.51,—,,
Pt110,CO2,r2scan,relaxed,-0.595,-0.51,+0.082,Screened Perlmutter result: CO2_Pt110,
Pt110,CO2,r2scan,SPE,+0.041,-0.51,-0.539,Previously published single-point result,
Pt110,CO2,beef_vdw,relaxed,-22.828,-0.51,+22.315,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CO2_Pt110,
Pt110,CO2,beef_vdw,SPE,-0.184,-0.51,-0.314,Previously published single-point result,
Pt110,DME,pbe,relaxed,—,-0.58,—,No previously published energy; current audit: Not converged. CH3OCH3_Pt110: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Pt110,DME,pbe,SPE,refs missing,-0.58,—,,
Pt110,DME,pbe_d3,relaxed,—,-0.58,—,No previously published energy; current audit: Not converged. CH3OCH3_Pt110: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Pt110,DME,pbe_d3,SPE,refs missing,-0.58,—,,
Pt110,DME,r2scan,relaxed,-1.14,-0.58,+0.56,Previously published energy retained; current audit: Not converged. CH3OCH3_Pt110: See component convergence statuses; complex: unfinished; slab: converged; molecule: converged,
Pt110,DME,r2scan,SPE,-0.980,-0.58,+0.400,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt110/singlepoint/r2scan
Pt110,DME,beef_vdw,relaxed,-23.327,-0.58,+22.743,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3OCH3_Pt110,
Pt110,DME,beef_vdw,SPE,-23.256,-0.58,+22.676,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt110/singlepoint/beef_vdw
Pt110,H2O,pbe,relaxed,-0.735,-0.93,-0.198,Screened Perlmutter result: H2O_Pt110,
Pt110,H2O,pbe,SPE,queued,-0.93,—,,
Pt110,H2O,pbe_d3,relaxed,-1.041,-0.93,+0.108,Screened Perlmutter result: H2O_Pt110,
Pt110,H2O,pbe_d3,SPE,queued,-0.93,—,,
Pt110,H2O,r2scan,relaxed,-1.087,-0.93,+0.155,Screened Perlmutter result: H2O_Pt110,
Pt110,H2O,r2scan,SPE,queued,-0.93,—,,
Pt110,H2O,beef_vdw,relaxed,-23.060,-0.93,+22.128,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2O_Pt110,
Pt110,H2O,beef_vdw,SPE,queued,-0.93,—,,
Pt110,H2S,pbe,relaxed,-2.520,-2.43,+0.092,Screened Perlmutter result: H2S_Pt110,
Pt110,H2S,pbe,SPE,queued,-2.43,—,,
Pt110,H2S,pbe_d3,relaxed,-3.093,-2.43,+0.665,Screened Perlmutter result: H2S_Pt110,
Pt110,H2S,pbe_d3,SPE,queued,-2.43,—,,
Pt110,H2S,r2scan,relaxed,-2.995,-2.43,+0.566,Screened Perlmutter result: H2S_Pt110,
Pt110,H2S,r2scan,SPE,queued,-2.43,—,,
Pt110,H2S,beef_vdw,relaxed,-24.751,-2.43,+22.323,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2S_Pt110,
Pt110,H2S,beef_vdw,SPE,queued,-2.43,—,,
Pt110,N2,pbe,relaxed,-0.876,-0.66,+0.216,Screened Perlmutter result: N2_Pt110,
Pt110,N2,pbe,SPE,queued,-0.66,—,,
Pt110,N2,pbe_d3,relaxed,-1.187,-0.66,+0.528,Screened Perlmutter result: N2_Pt110,
Pt110,N2,pbe_d3,SPE,queued,-0.66,—,,
Pt110,N2,r2scan,relaxed,-1.164,-0.66,+0.505,Screened Perlmutter result: N2_Pt110,
Pt110,N2,r2scan,SPE,queued,-0.66,—,,
Pt110,N2,beef_vdw,relaxed,-23.094,-0.66,+22.435,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. N2_Pt110,
Pt110,N2,beef_vdw,SPE,queued,-0.66,—,,
Pt110,NH3,pbe,relaxed,-1.395,-1.62,-0.228,Screened Perlmutter result: NH3_Pt110,
Pt110,NH3,pbe,SPE,queued,-1.62,—,,
Pt110,NH3,pbe_d3,relaxed,-1.775,-1.62,+0.151,Screened Perlmutter result: NH3_Pt110,
Pt110,NH3,pbe_d3,SPE,queued,-1.62,—,,
Pt110,NH3,r2scan,relaxed,-1.698,-1.62,+0.074,Screened Perlmutter result: NH3_Pt110,
Pt110,NH3,r2scan,SPE,queued,-1.62,—,,
Pt110,NH3,beef_vdw,relaxed,-23.711,-1.62,+22.088,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NH3_Pt110,
Pt110,NH3,beef_vdw,SPE,queued,-1.62,—,,
Pt110,NO,pbe,relaxed,-2.690,-2.31,+0.382,Screened Perlmutter result: NO_Pt110,
Pt110,NO,pbe,SPE,queued,-2.31,—,,
Pt110,NO,pbe_d3,relaxed,-2.964,-2.31,+0.656,Screened Perlmutter result: NO_Pt110,
Pt110,NO,pbe_d3,SPE,queued,-2.31,—,,
Pt110,NO,r2scan,relaxed,—,-2.31,—,No previously published energy; current audit: Not converged. NO_Pt110: See component convergence statuses; complex: converged; slab: converged; molecule: ionic_unconverged,
Pt110,NO,r2scan,SPE,queued,-2.31,—,,
Pt110,NO,beef_vdw,relaxed,-31.553,-2.31,+29.245,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. NO_Pt110,
Pt110,NO,beef_vdw,SPE,queued,-2.31,—,,
Pt110,SO2,pbe,relaxed,-1.889,-1.71,+0.181,Screened Perlmutter result: SO2_Pt110,
Pt110,SO2,pbe,SPE,queued,-1.71,—,,
Pt110,SO2,pbe_d3,relaxed,-2.516,-1.71,+0.809,Screened Perlmutter result: SO2_Pt110,
Pt110,SO2,pbe_d3,SPE,queued,-1.71,—,,
Pt110,SO2,r2scan,relaxed,-2.486,-1.71,+0.779,Screened Perlmutter result: SO2_Pt110,
Pt110,SO2,r2scan,SPE,queued,-1.71,—,,
Pt110,SO2,beef_vdw,relaxed,-24.324,-1.71,+22.617,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. SO2_Pt110,
Pt110,SO2,beef_vdw,SPE,queued,-1.71,—,,
Pt110,acetaldehyde,pbe,relaxed,-0.727,-0.71,+0.013,Screened Perlmutter result: CH3CHO_Pt110,
Pt110,acetaldehyde,pbe,SPE,-0.622,-0.71,-0.088,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110/singlepoint/PBE
Pt110,acetaldehyde,pbe_d3,relaxed,-1.216,-0.71,+0.502,Screened Perlmutter result: CH3CHO_Pt110,
Pt110,acetaldehyde,pbe_d3,SPE,-1.056,-0.71,+0.346,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110/singlepoint/PBE_D3
Pt110,acetaldehyde,r2scan,relaxed,-1.121,-0.71,+0.407,Screened Perlmutter result: CH3CHO_Pt110,
Pt110,acetaldehyde,r2scan,SPE,-0.937,-0.71,+0.227,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110/singlepoint/r2scan
Pt110,acetaldehyde,beef_vdw,relaxed,-23.206,-0.71,+22.492,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3CHO_Pt110,
Pt110,acetaldehyde,beef_vdw,SPE,-23.136,-0.71,+22.426,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110/singlepoint/beef_vdw
Pt110,acetic_acid,pbe,relaxed,—,-0.94,—,No previously published energy; current audit: Not converged. CH3COOH_Pt110: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Pt110,acetic_acid,pbe,SPE,refs missing,-0.94,—,,
Pt110,acetic_acid,pbe_d3,relaxed,—,-0.94,—,No previously published energy; current audit: Not converged. CH3COOH_Pt110: molecule: ZBRENT: fatal error in bracketing; complex: converged; slab: converged; molecule: unfinished,
Pt110,acetic_acid,pbe_d3,SPE,refs missing,-0.94,—,,
Pt110,acetic_acid,r2scan,relaxed,-1.317,-0.94,+0.380,Screened Perlmutter result: CH3COOH_Pt110,
Pt110,acetic_acid,r2scan,SPE,-1.117,-0.94,+0.177,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt110/singlepoint/r2scan
Pt110,acetic_acid,beef_vdw,relaxed,-23.401,-0.94,+22.465,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. CH3COOH_Pt110,
Pt110,acetic_acid,beef_vdw,SPE,-23.333,-0.94,+22.393,Perlmutter converged NSW=0 result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt110/singlepoint/beef_vdw
Pt110,ethane,pbe,relaxed,-0.69,-0.56,+0.13,"Previously published energy retained; current audit: Slab size mismatch. C2H6_Pt110: slab size mismatch: complex has 64 Pt, reference has 24; complex: converged; slab: converged; molecule: converged",
Pt110,ethane,pbe,SPE,+0.430,-0.56,-0.989,Previously published single-point result,
Pt110,ethane,pbe_d3,relaxed,-1.14,-0.56,+0.58,"Previously published energy retained; current audit: Slab size mismatch. C2H6_Pt110: slab size mismatch: complex has 64 Pt, reference has 24; complex: converged; slab: converged; molecule: converged",
Pt110,ethane,pbe_d3,SPE,-0.182,-0.56,-0.377,Previously published single-point result,
Pt110,ethane,r2scan,relaxed,-1.29,-0.56,+0.73,"Previously published energy retained; current audit: Slab size mismatch. C2H6_Pt110: slab size mismatch: complex has 64 Pt, reference has 24; complex: unfinished; slab: converged; molecule: converged",
Pt110,ethane,r2scan,SPE,+0.163,-0.56,-0.721,Previously published single-point result,
Pt110,ethane,beef_vdw,relaxed,—,-0.56,—,"No previously published energy; current audit: Slab size mismatch. C2H6_Pt110: slab size mismatch: complex has 64 Pt, reference has 24; complex: unfinished; slab: converged; molecule: converged",
Pt110,ethane,beef_vdw,SPE,+0.395,-0.56,-0.954,Previously published single-point result,
Pt110,ethanol,pbe,relaxed,-1.10,-0.90,+0.20,"Previously published energy retained; current audit: Slab size mismatch. CH3CH2OH_Pt110: slab size mismatch: complex has 64 Pt, reference has 24; complex: converged; slab: converged; molecule: converged",
Pt110,ethanol,pbe,SPE,+0.631,-0.90,-1.532,Previously published single-point result,
Pt110,ethanol,pbe_d3,relaxed,-1.72,-0.90,+0.82,"Previously published energy retained; current audit: Slab size mismatch. CH3CH2OH_Pt110: slab size mismatch: complex has 64 Pt, reference has 24; complex: converged; slab: converged; molecule: converged",
Pt110,ethanol,pbe_d3,SPE,-0.055,-0.90,-0.846,Previously published single-point result,
Pt110,ethanol,r2scan,relaxed,-1.91,-0.90,+1.01,"Previously published energy retained; current audit: Slab size mismatch. CH3CH2OH_Pt110: slab size mismatch: complex has 64 Pt, reference has 24; complex: unfinished; slab: converged; molecule: converged",
Pt110,ethanol,r2scan,SPE,+0.347,-0.90,-1.247,Previously published single-point result,
Pt110,ethanol,beef_vdw,relaxed,-60.787,-0.90,+59.887,"Shared stored references; converged components, matching functional/composition/full slab cell and stored core settings. Archived Kestrel records retain their source provenance. POTCAR variants allowed; no energy scaling or offsets. Slab: /kfs3/scratch/jcho5/goad-global-optimization/vasp_slab/Pt110_n64/beef_vdw ENERGY REVIEW: |E_ads| > 5 eV.",
Pt110,ethanol,beef_vdw,SPE,+0.600,-0.90,-1.500,Previously published single-point result,
Pt110,ethene,pbe,relaxed,-1.624,-2.09,-0.463,Screened Perlmutter result: C2H4_Pt110,
Pt110,ethene,pbe,SPE,-1.088,-2.09,-1.000,Previously published single-point result,
Pt110,ethene,pbe_d3,relaxed,-2.229,-2.09,+0.141,Screened Perlmutter result: C2H4_Pt110,
Pt110,ethene,pbe_d3,SPE,-1.634,-2.09,-0.454,Previously published single-point result,
Pt110,ethene,r2scan,relaxed,-2.084,-2.09,-0.004,Screened Perlmutter result: C2H4_Pt110,
Pt110,ethene,r2scan,SPE,-1.424,-2.09,-0.664,Previously published single-point result,
Pt110,ethene,beef_vdw,relaxed,-24.087,-2.09,+22.000,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. C2H4_Pt110,
Pt110,ethene,beef_vdw,SPE,-0.950,-2.09,-1.138,Previously published single-point result,
Pt110,formaldehyde,pbe,relaxed,-1.425,-1.44,-0.010,Screened Perlmutter result: H2CO_Pt110,
Pt110,formaldehyde,pbe,SPE,queued,-1.44,—,,
Pt110,formaldehyde,pbe_d3,relaxed,-1.883,-1.44,+0.448,Screened Perlmutter result: H2CO_Pt110,
Pt110,formaldehyde,pbe_d3,SPE,queued,-1.44,—,,
Pt110,formaldehyde,r2scan,relaxed,-1.812,-1.44,+0.377,Screened Perlmutter result: H2CO_Pt110,
Pt110,formaldehyde,r2scan,SPE,queued,-1.44,—,,
Pt110,formaldehyde,beef_vdw,relaxed,-23.735,-1.44,+22.300,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. H2CO_Pt110,
Pt110,formaldehyde,beef_vdw,SPE,queued,-1.44,—,,
Pt110,formic_acid,pbe,relaxed,-0.887,-0.92,-0.032,Screened Perlmutter result: HCOOH_Pt110,
Pt110,formic_acid,pbe,SPE,queued,-0.92,—,,
Pt110,formic_acid,pbe_d3,relaxed,-1.363,-0.92,+0.444,Screened Perlmutter result: HCOOH_Pt110,
Pt110,formic_acid,pbe_d3,SPE,queued,-0.92,—,,
Pt110,formic_acid,r2scan,relaxed,-1.263,-0.92,+0.343,Screened Perlmutter result: HCOOH_Pt110,
Pt110,formic_acid,r2scan,SPE,queued,-0.92,—,,
Pt110,formic_acid,beef_vdw,relaxed,-23.271,-0.92,+22.352,Converged Perlmutter result; ENERGY REVIEW: |E_ads| > 5 eV; excluded from figure statistics. HCOOH_Pt110,
Pt110,formic_acid,beef_vdw,SPE,queued,-0.92,—,,
Pt110,glycerol,pbe,relaxed,-1.25,-1.18,+0.07,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt110,glycerol,pbe,SPE,+0.132,-1.18,-1.097,Previously published single-point result,
Pt110,glycerol,pbe_d3,relaxed,-2.20,-1.18,+1.02,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt110,glycerol,pbe_d3,SPE,-0.963,-1.18,-0.003,Previously published single-point result,
Pt110,glycerol,r2scan,relaxed,-2.15,-1.18,+0.97,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt110,glycerol,r2scan,SPE,-0.355,-1.18,-0.610,Previously published single-point result,
Pt110,glycerol,beef_vdw,relaxed,—,-1.18,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt110,glycerol,beef_vdw,SPE,-0.072,-1.18,-0.894,Previously published single-point result,
Pt110,isopropanol,pbe,relaxed,-1.15,-0.98,+0.17,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt110,isopropanol,pbe,SPE,+0.536,-0.98,-1.513,Previously published single-point result,
Pt110,isopropanol,pbe_d3,relaxed,-1.90,-0.98,+0.92,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt110,isopropanol,pbe_d3,SPE,-0.325,-0.98,-0.651,Previously published single-point result,
Pt110,isopropanol,r2scan,relaxed,-2.00,-0.98,+1.02,Previously published energy retained; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt110,isopropanol,r2scan,SPE,+0.190,-0.98,-1.167,Previously published single-point result,
Pt110,isopropanol,beef_vdw,relaxed,—,-0.98,—,No previously published energy; current audit: Not audited. No matching result in the current Perlmutter audit,
Pt110,isopropanol,beef_vdw,SPE,+0.379,-0.98,-1.355,Previously published single-point result,
Pt110,methane,pbe,relaxed,-0.282,-0.63,-0.350,Screened Perlmutter result: CH4_Pt110,
Pt110,methane,pbe,SPE,-0.217,-0.63,-0.413,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pt110/singlepoint/PBE
Pt110,methane,pbe_d3,relaxed,-0.615,-0.63,-0.016,Screened Perlmutter result: CH4_Pt110,
Pt110,methane,pbe_d3,SPE,-0.514,-0.63,-0.116,Perlmutter NSW=0 original ML POSCAR with converged relaxed slab and molecule references,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pt110/singlepoint/PBE_D3
Pt110,methane,r2scan,relaxed,-0.594,-0.63,-0.038,Screened Perlmutter result: CH4_Pt110,
Pt110,methane,r2scan,SPE,queued,-0.63,—,,
